text,date,channel,message_id
"⚠️ **Осторожно, мошенники**! 🤡🤡  **ID** `7885556062` | @Werty000011 ⚠ [Доказательства](https://t.me/GID_Proof/19256) 🔗 [Android](tg://openmessage?user_id=7885556062) / [Apple](https://t.me/@id7885556062) **ID** `7637696348` | @GlebWeraG ⚠ [Доказательства](https://t.me/GID_Proof/19261?single) 🔗 [Android](tg://openmessage?user_id=7637696348) / [Apple](https://t.me/@id7637696348) **ID** `6862240295` | @Roninsliv ⚠ [Доказательства](https://t.me/GID_Proof/19267?single) 🔗 [Android](tg://openmessage?user_id=6862240295) / [Apple](https://t.me/@id6862240295) **ID** `6973678675` | @zxc_AmHam ⚠ [Доказательства](https://t.me/GID_Proof/19271?single) 🔗 [Android](tg://openmessage?user_id=6973678675) / [Apple](https://t.me/@id6973678675) **ID** `7516153600` | @tydasyda_millioner ⚠ [Доказательства](https://t.me/GID_Proof/19276?single) 🔗 [Android](tg://openmessage?user_id=7516153600) / [Apple](https://t.me/@id7516153600) **ID** `7277152591` | @sshakhh64 ⚠ ФЕЙК 🔗 [Android](tg://openmessage?user_id=7277152591) / [Apple](https://t.me/@id7277152591) **ID** `7835088786` | @Tri3ls ⚠ [Доказательства](https://t.me/GID_Proof/19284?single) 🔗 [Android](tg://openmessage?user_id=7835088786) / [Apple](https://t.me/@id7835088786) **ID** `7242561399` | @mrkbulah ⚠ [Доказательства](https://t.me/GID_Proof/19294?single) 🔗 [Android](tg://openmessage?user_id=7242561399) / [Apple](https://t.me/@id7242561399) **ID** `1524487686` ⚠ [Доказательства](https://t.me/GID_Proof/19301?single) 🔗 [Android](tg://openmessage?user_id=1524487686) / [Apple](https://t.me/@id1524487686) **ID** `423035662` ⚠ [Доказательства](https://t.me/GID_Proof/19307?single) 🔗 [Android](tg://openmessage?user_id=423035662) / [Apple](https://t.me/@id423035662)  [GID Anti-Scam Bot ](https://t.me/gidbanbot)** **[База общения GID](https://t.me/GID_Baza)** **[Скам База | Мошенники](https://t.me/GID_ScamBase)",2025-04-03 08:34:29,GID_ScamBase,381
"⚠️ **Осторожно, мошенники! **🤡🤡  **ID** `7598780729` | @Azatiksj ⚠ [Доказательства](https://t.me/GID_Proof/19201) 🔗 [Android](tg://openmessage?user_id=7598780729) / [Apple](https://t.me/@id7598780729) **ID** `5863929097` | @dead_ph1zy ⚠ [Доказательства](https://t.me/GID_Proof/19206?single) 🔗 [Android](tg://openmessage?user_id=5863929097) / [Apple](https://t.me/@id5863929097) **ID** `889644647` | @zeterst123 ⚠ [Доказательства](https://t.me/GID_Proof/19210?single) 🔗 [Android](tg://openmessage?user_id=889644647) / [Apple](https://t.me/@id889644647) **ID** `7909050402` | @adddaaddd ⚠ [Доказательства](https://t.me/GID_Proof/19214?single) 🔗 [Android](tg://openmessage?user_id=7909050402) / [Apple](https://t.me/@id7909050402) **ID** `8048808312` | @nasvaidxdfffresj ⚠ [Доказательства](https://t.me/GID_Proof/19218) 🔗 [Android](tg://openmessage?user_id=8048808312) / [Apple](https://t.me/@id8048808312) **ID** `6064821221` ⚠ [Доказательства](https://t.me/GID_Proof/19226?single) 🔗 [Android](tg://openmessage?user_id=6064821221) / [Apple](https://t.me/@id6064821221) **ID** `7561785607` ⚠ [Доказательства](https://t.me/GID_Proof/19236?single) 🔗 [Android](tg://openmessage?user_id=7561785607) / [Apple](https://t.me/@id7561785607) **ID** `7403517036` | @asmofobia ⚠ [Доказательства](https://t.me/GID_Proof/19242?single) 🔗 [Android](tg://openmessage?user_id=7403517036) / [Apple](https://t.me/@id7403517036) **ID** `1957927961` | @kocm3ik ⚠ [Доказательства](https://t.me/GID_Proof/19242?single) 🔗 [Android](tg://openmessage?user_id=1957927961) / [Apple](https://t.me/@id1957927961) **ID** `7156012187` | @glok1337 ⚠ [Доказательства](https://t.me/GID_Proof/19246) 🔗 [Android](tg://openmessage?user_id=7156012187) / [Apple](https://t.me/@id7156012187)  [**GID Anti-Scam Bot **](https://t.me/gidbanbot)** **[**База общения GID**](https://t.me/GID_Baza)** **[**Скам База | Мошенники**](https://t.me/GID_ScamBase)",2025-04-02 20:54:44,GID_ScamBase,380
"⚠️ **Осторожно, мошенники**! 🤡🤡  **ID** `6584899265` | @ovexle ⚠ [Доказательства](https://t.me/GID_Proof/19177) 🔗 [Android](tg://openmessage?user_id=6584899265) / [Apple](https://t.me/@id6584899265) **ID** `6286370515` | @garant_heisenbeerg ⚠ ФЕЙК 🔗 [Android](tg://openmessage?user_id=6286370515) / [Apple](https://t.me/@id6286370515) **ID** `7429327969` | @econom_TOH ⚠ [Доказательства](https://t.me/GID_Proof/16275) 🔗 [Android](tg://openmessage?user_id=7429327969) / [Apple](https://t.me/@id7429327969) **ID** `124760115` | @stick ⚠ [Доказательства](https://t.me/GID_Proof/19181) 🔗 [Android](tg://openmessage?user_id=124760115) / [Apple](https://t.me/@id124760115) **ID** `8185315553` | @diablisting ⚠ [Доказательства](https://t.me/GID_Proof/19184) 🔗 [Android](tg://openmessage?user_id=8185315553) / [Apple](https://t.me/@id8185315553) **ID** `7873700060` | @whitedillers ⚠ ФЕЙК 🔗 [Android](tg://openmessage?user_id=7873700060) / [Apple](https://t.me/@id7873700060) **ID** `6767258166` ⚠ ФЕЙК 🔗 [Android](tg://openmessage?user_id=6767258166) / [Apple](https://t.me/@id6767258166) **ID** `6224886571` | @C666AO ⚠ [Доказательства](https://t.me/GID_Proof/19188) 🔗 [Android](tg://openmessage?user_id=6224886571) / [Apple](https://t.me/@id6224886571) **ID** `6825701674` | @Notmodelller ⚠ [Доказательства](https://t.me/GID_Proof/19192) 🔗 [Android](tg://openmessage?user_id=6825701674) / [Apple](https://t.me/@id6825701674) **ID** `7580216232` | @G1FT_SELLER ⚠ [Доказательства](https://t.me/GID_Proof/19196) 🔗 [Android](tg://openmessage?user_id=7580216232) / [Apple](https://t.me/@id7580216232)  [GID Anti-Scam Bot ](https://t.me/gidbanbot)** **[База общения GID](https://t.me/GID_Baza)** **[Скам База | Мошенники](https://t.me/GID_ScamBase)",2025-04-02 20:54:42,GID_ScamBase,379
"⚠️ **Осторожно, мошенники! **🤡🤡  **ID** `1635184590` | @TonSpaceTrader ⚠ [Доказательства](https://t.me/GID_Proof/19131) 🔗 [Android](tg://openmessage?user_id=1635184590) / [Apple](https://t.me/@id1635184590) **ID** `8052735069` | @inetacy ⚠ [Доказательства](https://t.me/GID_Proof/19135) 🔗 [Android](tg://openmessage?user_id=8052735069) / [Apple](https://t.me/@id8052735069) **ID** `1686093966` | @pvpSilent ⚠ [Доказательства](https://t.me/GID_Proof/19141) 🔗 [Android](tg://openmessage?user_id=1686093966) / [Apple](https://t.me/@id1686093966) **ID** `7103748458` | @Vasilipopstar ⚠ [Доказательства](https://t.me/GID_Proof/19147?single) 🔗 [Android](tg://openmessage?user_id=7103748458) / [Apple](https://t.me/@id7103748458) **ID** `759451059` | @Baenkss ⚠ [Доказательства](https://t.me/GID_Proof/19153?single) 🔗 [Android](tg://openmessage?user_id=759451059) / [Apple](https://t.me/@id759451059) **ID** `5398577746` | @Pkswersda ⚠ [Доказательства](https://t.me/GID_Proof/19158?single) 🔗 [Android](tg://openmessage?user_id=5398577746) / [Apple](https://t.me/@id5398577746) **ID** `7553727014` | @evoyyk ⚠ [Доказательства](https://t.me/GID_Proof/19162) 🔗 [Android](tg://openmessage?user_id=7553727014) / [Apple](https://t.me/@id7553727014) **ID** `6577221042` | @GID_gariat ⚠ ФЕЙК 🔗 [Android](tg://openmessage?user_id=6577221042) / [Apple](https://t.me/@id6577221042) **ID** `7253878669` | @Jlagger ⚠ [Доказательства](https://t.me/GID_Proof/19166) 🔗 [Android](tg://openmessage?user_id=7253878669) / [Apple](https://t.me/@id7253878669) **ID** `8025202560` | @Zefirkakfg_46 ⚠ [Доказательства](https://t.me/GID_Proof/19171?single) 🔗 [Android](tg://openmessage?user_id=8025202560) / [Apple](https://t.me/@id8025202560)  [**GID Anti-Scam Bot **](https://t.me/gidbanbot)** **[**База общения GID**](https://t.me/GID_Baza)** **[**Скам База | Мошенники**](https://t.me/GID_ScamBase)",2025-04-02 20:54:40,GID_ScamBase,378
"⚠️ **Осторожно, мошенники! **🤡🤡  **ID** `5911727918` | @Sp0dyyyTag ⚠ [Доказательства](http://t.me/GID_Proof/19080?single) 🔗 [Android](tg://openmessage?user_id=5911727918) / [Apple](https://t.me/@id5911727918) **ID** `7041056861` ⚠ [Доказательства](https://t.me/GID_Proof/19087) 🔗 [Android](tg://openmessage?user_id=7041056861) / [Apple](https://t.me/@id7041056861) **ID** `7834065017` | @cosmic_giftt ⚠ [Доказательства](https://t.me/GID_Proof/19090?single) 🔗 [Android](tg://openmessage?user_id=7834065017) / [Apple](https://t.me/@id7834065017) **ID** `1170557707` | @gra_mmm ⚠ [Доказательства](https://t.me/GID_Proof/19093) 🔗 [Android](tg://openmessage?user_id=1170557707) / [Apple](https://t.me/@id1170557707) **ID** `1001760558` | @amogus_garant ⚠ [Доказательства](https://t.me/GID_Proof/19097) 🔗 [Android](tg://openmessage?user_id=1001760558) / [Apple](https://t.me/@id1001760558) **ID** `7383057010` ⚠ [Доказательства](https://t.me/GID_Proof/19102?single) 🔗 [Android](tg://openmessage?user_id=7383057010) / [Apple](https://t.me/@id7383057010) **ID** `5497354514` ⚠ [Доказательства](https://t.me/GID_Proof/19109?single) 🔗 [Android](tg://openmessage?user_id=5497354514) / [Apple](https://t.me/@id5497354514) **ID** `7283116941` | @Cyppolz ⚠ [Доказательства](https://t.me/GID_Proof/19115?single) 🔗 [Android](tg://openmessage?user_id=7283116941) / [Apple](https://t.me/@id7283116941) **ID** `6379373580` | @crain_gift ⚠ [Доказательства](https://t.me/GID_Proof/19120) 🔗 [Android](tg://openmessage?user_id=6379373580) / [Apple](https://t.me/@id6379373580) **ID** `5563327324` | @kuzminspy ⚠ [Доказательства](https://t.me/GID_Proof/19126?single) 🔗 [Android](tg://openmessage?user_id=5563327324) / [Apple](https://t.me/@id5563327324)  [**GID Anti-Scam Bot **](https://t.me/gidbanbot)** **[**База общения GID**](https://t.me/GID_Baza)** **[**Скам База | Мошенники**](https://t.me/GID_ScamBase)",2025-04-02 20:54:38,GID_ScamBase,377
"⚠️ **Осторожно, мошенники**! 🤡🤡  **ID** `8065777022` | @prettyscreM ⚠ [Доказательства](https://t.me/GID_Proof/18984) 🔗 [Android](tg://openmessage?user_id=8065777022) / [Apple](https://t.me/@id8065777022) **ID** `7196635833` | @FESTINV ⚠ [Доказательства](https://t.me/GID_Proof/18990?single) 🔗 [Android](tg://openmessage?user_id=7196635833) / [Apple](https://t.me/@id7196635833) **ID** `1005681297` | @bbebbeebb ⚠ [Доказательства](https://t.me/GID_Proof/18999?single) 🔗 [Android](tg://openmessage?user_id=1005681297) / [Apple](https://t.me/@id1005681297) **ID** `6901132119` | @sqruj ⚠ [Доказательства](https://t.me/GID_Proof/19007?single) 🔗 [Android](tg://openmessage?user_id=6901132119) / [Apple](https://t.me/@id6901132119) **ID** `8104658882` | @GAIIIISH ⚠ [Доказательства](https://t.me/GID_Proof/19030) 🔗 [Android](tg://openmessage?user_id=8104658882) / [Apple](https://t.me/@id8104658882) **ID** `1802462920` | @nnwert ⚠ [Доказательства](https://t.me/GID_Proof/19039?single) 🔗 [Android](tg://openmessage?user_id=1802462920) / [Apple](https://t.me/@id1802462920) **ID** `7950156112` | @sacrfice ⚠ [Доказательства](https://t.me/GID_Proof/19043) 🔗 [Android](tg://openmessage?user_id=7950156112) / [Apple](https://t.me/@id7950156112) **ID** `5446529669` | @Legalityxxx ⚠ [Доказательства](https://t.me/GID_Proof/19048?single) 🔗 [Android](tg://openmessage?user_id=5446529669) / [Apple](https://t.me/@id5446529669) **ID** `5899480402` | @ohuenkoTg ⚠ [Доказательства](https://t.me/GID_Proof/19059?single) 🔗 [Android](tg://openmessage?user_id=5899480402) / [Apple](https://t.me/@id5899480402) **ID** `7919249855` | @dewindoweru ⚠ [Доказательства](https://t.me/GID_Proof/19062) 🔗 [Android](tg://openmessage?user_id=7919249855) / [Apple](https://t.me/@id7919249855)  [GID Anti-Scam Bot ](https://t.me/gidbanbot)** **[База общения GID](https://t.me/GID_Baza)** **[Скам База | Мошенники](https://t.me/GID_ScamBase)",2025-04-02 20:54:37,GID_ScamBase,376
"⚠️ **Осторожно, мошенники**! 🤡🤡  **ID** `7455894054` | @dhdgsvzvx ⚠ [Доказательства](https://t.me/GID_Proof/18929) 🔗 [Android](tg://openmessage?user_id=7455894054) / [Apple](https://t.me/@id7455894054) **ID** `1005758371` | @Yura_terehs ⚠ [Доказательства](https://t.me/GID_Proof/18941) 🔗 [Android](tg://openmessage?user_id=1005758371) / [Apple](https://t.me/@id1005758371) **ID** `1541213194` | @Vvqwwwx ⚠ [Доказательства](https://t.me/GID_Proof/18948?single) 🔗 [Android](tg://openmessage?user_id=1541213194) / [Apple](https://t.me/@id1541213194) **ID** `485950588` | @vortron ⚠ [Доказательства](https://t.me/GID_Proof/18954?single) 🔗 [Android](tg://openmessage?user_id=485950588) / [Apple](https://t.me/@id485950588) **ID** `637564167` | @chocopie ⚠ [Доказательства](https://t.me/GID_Proof/18960) 🔗 [Android](tg://openmessage?user_id=637564167) / [Apple](https://t.me/@id637564167) **ID** `1419126881` ⚠ [Доказательства](https://t.me/GID_Proof/18967) 🔗 [Android](tg://openmessage?user_id=1419126881) / [Apple](https://t.me/@id1419126881) **ID** `7430067050` | @majorkashamaich ⚠ [Доказательства](https://t.me/GID_Proof/18970) 🔗 [Android](tg://openmessage?user_id=7430067050) / [Apple](https://t.me/@id7430067050) **ID** `5501645028` | @heath_leddger ⚠ [Доказательства](https://t.me/GID_Proof/18974?single) 🔗 [Android](tg://openmessage?user_id=5501645028) / [Apple](https://t.me/@id5501645028) **ID** `8149295188` | @MisterNFTguardian ⚠ [Доказательства](https://t.me/GID_Proof/18979?single) 🔗 [Android](tg://openmessage?user_id=8149295188) / [Apple](https://t.me/@id8149295188)  [GID Anti-Scam Bot ](https://t.me/gidbanbot)** **[База общения GID](https://t.me/GID_Baza)** **[Скам База | Мошенники](https://t.me/GID_ScamBase)",2025-04-02 20:54:35,GID_ScamBase,375
"⚠️ **Осторожно, мошенники**! 🤡🤡  **ID** `7964973607` | @dhdbrbdnf ⚠ [Доказательства](https://t.me/GID_Proof/18888) 🔗 [Android](tg://openmessage?user_id=7964973607) / [Apple](https://t.me/@id7964973607) **ID** `831817097` | @baburek ⚠ [Доказательства](https://t.me/GID_Proof/18893) 🔗 [Android](tg://openmessage?user_id=831817097) / [Apple](https://t.me/@id831817097) **ID** `5464559004` | @anisiz ⚠ [Доказательства](http://t.me/GID_Proof/18897) 🔗 [Android](tg://openmessage?user_id=5464559004) / [Apple](https://t.me/@id5464559004) **ID** `7735166825` | @gid_goront ⚠ ФЕЙК 🔗 [Android](tg://openmessage?user_id=7735166825) / [Apple](https://t.me/@id7735166825) **ID** `7165194527` | @GID_nftgarant ⚠ ФЕЙК 🔗 [Android](tg://openmessage?user_id=7165194527) / [Apple](https://t.me/@id7165194527) **ID** `5879206176` | @Orzarg ⚠ [Доказательства](https://t.me/GID_Proof/18903) 🔗 [Android](tg://openmessage?user_id=5879206176) / [Apple](https://t.me/@id5879206176) **ID** `6298942020` | @qwe367q ⚠ [Доказательства](https://t.me/GID_Proof/18912?single) 🔗 [Android](tg://openmessage?user_id=6298942020) / [Apple](https://t.me/@id6298942020) **ID** `7763995935` ⚠ [Доказательства](https://t.me/GID_Proof/18916) 🔗 [Android](tg://openmessage?user_id=7763995935) / [Apple](https://t.me/@id7763995935) **ID** `5367090240` | @APECTOBAH_Bankmerry ⚠ [Доказательства](https://t.me/GID_Proof/18919) 🔗 [Android](tg://openmessage?user_id=5367090240) / [Apple](https://t.me/@id5367090240) **ID** `7936582045` | @emptyqer ⚠ [Доказательства](https://t.me/GID_Proof/18927) 🔗 [Android](tg://openmessage?user_id=7936582045) / [Apple](https://t.me/@id7936582045)  [GID Anti-Scam Bot ](https://t.me/gidbanbot)** **[База общения GID](https://t.me/GID_Baza)** **[Скам База | Мошенники](https://t.me/GID_ScamBase)",2025-04-02 20:54:33,GID_ScamBase,374
"⚠️ **Осторожно, мошенники! **🤡🤡  **ID** `1215808891` | @svnrzv ⚠ [Доказательства](http://t.me/GID_Proof/18834) 🔗 [Android](tg://openmessage?user_id=1215808891) / [Apple](https://t.me/@id1215808891) **ID** `5510117079` | @babymiloplug ⚠ [Доказательства](http://t.me/GID_Proof/18838?single) 🔗 [Android](tg://openmessage?user_id=5510117079) / [Apple](https://t.me/@id5510117079) **ID** `7530349326` | @tyt1a ⚠ [Доказательства](http://t.me/GID_Proof/18842?single) 🔗 [Android](tg://openmessage?user_id=7530349326) / [Apple](https://t.me/@id7530349326) **ID** `7669950308` | @highstreets ⚠ [Доказательства](http://t.me/GID_Proof/18857?single) 🔗 [Android](tg://openmessage?user_id=7669950308) / [Apple](https://t.me/@id7669950308) **ID** `6807660869` | @Crocsic ⚠ [Доказательства](http://t.me/GID_Proof/18865) 🔗 [Android](tg://openmessage?user_id=6807660869) / [Apple](https://t.me/@id6807660869) **ID** `7745191020` | @son_garant ⚠ [Доказательства](http://t.me/GID_Proof/18870?single) 🔗 [Android](tg://openmessage?user_id=7745191020) / [Apple](https://t.me/@id7745191020) **ID** `5252397260` | @laminad_yamal ⚠ [Доказательства](http://t.me/GID_Proof/18876?single) 🔗 [Android](tg://openmessage?user_id=5252397260) / [Apple](https://t.me/@id5252397260) **ID** `7629173844` | @domanetor ⚠ [Доказательства](http://t.me/GID_Proof/18882?single) 🔗 [Android](tg://openmessage?user_id=7629173844) / [Apple](https://t.me/@id7629173844) **ID** `7603887291` | @idksw ⚠ [Доказательства](http://t.me/GID_Proof/18885) 🔗 [Android](tg://openmessage?user_id=7603887291) / [Apple](https://t.me/@id7603887291)  [**GID Anti-Scam Bot **](https://t.me/gidbanbot)** **[**База общения GID**](https://t.me/GID_Baza)** **[**Скам База | Мошенники**](https://t.me/GID_ScamBase)",2025-04-02 20:54:31,GID_ScamBase,373
"⚠️ **Осторожно, мошенники! **🤡🤡  **ID** `6096893088` | @mrr20ka ⚠ [Доказательства](https://t.me/GID_Proof/18794) 🔗 [Android](tg://openmessage?user_id=6096893088) / [Apple](https://t.me/@id6096893088) **ID** `173661115` | @placheven ⚠ [Доказательства](https://t.me/GID_Proof/18799) 🔗 [Android](tg://openmessage?user_id=173661115) / [Apple](https://t.me/@id173661115) **ID** `7540367453` | @DF_garant ⚠ [Доказательства](https://t.me/GID_Proof/18803) 🔗 [Android](tg://openmessage?user_id=7540367453) / [Apple](https://t.me/@id7540367453) **ID** `7879647445` | @Den4kXD ⚠ [Доказательства](https://t.me/GID_Proof/18802) 🔗 [Android](tg://openmessage?user_id=7879647445) / [Apple](https://t.me/@id7879647445) **ID** `7752340626` | @fatorrix ⚠ [Доказательства](https://t.me/GID_Proof/18808) 🔗 [Android](tg://openmessage?user_id=7752340626) / [Apple](https://t.me/@id7752340626) **ID** `1528387825` | @Rakuzan_mq ⚠ [Доказательства](https://t.me/GID_Proof/18815?single) 🔗 [Android](tg://openmessage?user_id=1528387825) / [Apple](https://t.me/@id1528387825) **ID** `8067887036` | @YANGLSC2 ⚠ [Доказательства](http://t.me/GID_Proof/18823) 🔗 [Android](tg://openmessage?user_id=8067887036) / [Apple](https://t.me/@id8067887036) **ID** `7158976871` ⚠ [Доказательства](http://t.me/GID_Proof/18827?single) 🔗 [Android](tg://openmessage?user_id=7158976871) / [Apple](https://t.me/@id7158976871) **ID** `7446972933` | @delosx ⚠ [Доказательства](http://t.me/GID_Proof/18829) 🔗 [Android](tg://openmessage?user_id=7446972933) / [Apple](https://t.me/@id7446972933) **ID** `7740127659` | @Jwkqkwakak ⚠ [Доказательства](http://t.me/GID_Proof/18832) 🔗 [Android](tg://openmessage?user_id=7740127659) / [Apple](https://t.me/@id7740127659)  [**GID Anti-Scam Bot **](https://t.me/gidbanbot)** **[**База общения GID**](https://t.me/GID_Baza)** **[**Скам База | Мошенники**](https://t.me/GID_ScamBase)",2025-04-02 20:54:30,GID_ScamBase,372
